Date,Open,ASKHI,BIDLO,Close,PRC,Volume,RET,SHROUT,TP,vwretx
6/10/2020,57.200001,59,57.029999,57.439999,57.439999,78719400,0.018620323,1227000000,4551818054,0.031986267
6/11/2020,55.939999,56.68,52.799999,52.830002,52.830002,78715400,-0.080257609,1227000000,4258765551,-0.064381418
6/12/2020,55.009998,55.599998,52.110001,53.5,53.5,71189100,0.01268215,1227000000,3825464913,-0.101743248
6/15/2020,52.580002,54.73,52.41,54.68,54.68,56740700,0.022056075,1227000000,3060593358,-0.199942118
6/16/2020,55.720001,56.07,53.59,54.459999,54.459999,50949700,-0.004023427,1227000000,2787288238,-0.089298083
6/17/2020,54.790001,55.82,54.299999,54.549999,54.549999,45146500,0.001652589,1227000000,2478091355,-0.110931076
6/18/2020,54.619999,55.119999,53.650002,54.040001,54.040001,40354700,-0.009349184,1227000000,2190049596,-0.116235327
6/19/2020,54.41,55.459999,53.82,54.23,54.23,52801500,0.003515896,1227000000,2877857737,0.314060532
6/22/2020,54.669998,55.169998,53.740002,54.759998,54.759998,44704800,0.009773151,1227000000,2438944842,-0.152513757
6/23/2020,55.049999,55.369999,53.869999,53.990002,53.990002,48089000,-0.014061286,1227000000,2616522490,0.07280921
6/24/2020,53.939999,54.740002,51.919998,52.389999,52.389999,53535500,-0.029635172,1227000000,2838273740,0.084750371
6/25/2020,52.560001,52.700001,50.540001,51.93,51.93,51129600,-0.008780283,1227000000,2644593378,-0.068238789
6/26/2020,51.849998,51.950001,49.450001,50.099998,50.099998,65485700,-0.035239784,1227000000,3307027850,0.250486323
6/29/2020,50.150002,50.279999,48.419998,50.279999,50.279999,49905800,0.003592834,1227000000,2478321961,-0.250589329
6/30/2020,51.16,52.77,50.82,52.610001,52.610001,42275700,0.046340534,1227000000,2201154794,-0.111836626
7/1/2020,52.630001,52.869999,51.599998,52.580002,52.580002,32370900,-0.000570215,1215000000,1694616604,-0.230123838
7/2/2020,53.029999,53.189999,52.049999,52.34,52.34,29081400,-0.004564511,1215000000,1527548985,-0.098587267
7/6/2020,52.900002,53.52,52.330002,53.400002,53.400002,36769400,0.020252235,1215000000,1951842366,0.2777609
7/7/2020,53.279999,54.169998,52.860001,52.93,52.93,32153100,-0.008801535,1215000000,1714403281,-0.121648699
